draw_no,draw_date,main,supp,powerball,source
1562,2026-04-23,4 11 28 29 30 34 35,,3,archive
1563,2026-04-30,4 13 16 17 21 24 27,,17,archive
1564,2026-05-07,7 15 17 23 28 30 31,,18,archive
1565,2026-05-14,1 2 3 16 19 22 25,,18,archive
1566,2026-05-21,1 13 15 16 29 32 34,,6,archive
1567,2026-05-28,5 10 12 16 26 30 34,,11,archive
1568,2026-06-04,3 5 12 27 32 33 34,,10,archive
1569,2026-06-11,2 8 9 11 17 24 25,,18,archive
1570,2026-06-18,1 6 20 21 26 28 29,,19,archive
1571,2026-06-25,7 17 18 23 25 26 29,,16,archive
1572,2026-07-02,6 12 17 22 24 30 32,,2,archive
1573,2026-07-09,1 4 5 14 15 22 27,,18,archive
1574,2026-07-16,4 5 13 14 15 22 28,,13,archive
1575,2026-07-23,7 11 12 18 27 30 34,,16,archive
1576,2026-07-30,18 20 22 26 31 34 35,,18,archive
1577,2026-08-06,9 13 15 16 26 30 35,,7,archive
1578,2026-08-13,6 11 15 17 26 27 35,,11,archive
1579,2026-08-20,3 9 11 13 14 22 29,,20,archive
1580,2026-08-27,3 13 17 21 23 28 34,,11,archive
1581,2026-09-03,1 10 11 14 16 19 32,,11,archive
1582,2026-09-10,2 11 24 28 29 32 34,,13,archive
1583,2026-09-17,1 8 15 17 19 22 34,,2,archive
1584,2026-09-24,1 2 3 7 18 22 32,,12,lotterywest
